observation_id,source,dataset,source_file,source_rows,source_poll_id,source_question_id,source_race_id,sample_group_id,cycle,geography,geography_type,election_date,poll_start,poll_end,poll_date,date_basis,source_available_date,days_to_election,pollster,population,sample_size,methodology,partisan,source_url,dem_share,rep_share,dem_rep_margin,non_dem_rep_share,response_coverage,reported_answer_sum,outcome_id,matchup_status,selection_status,scalar_seat_mapping_ready,quality_flags,source_stage,source_seat_name,tracking,hypothetical,superseded_by,original_dem_share,original_rep_share,estimate_basis,survey_sample_size,estimate_sample_size,estimate_source,original_outcome_id,original_matchup_status,join_reference_version,canonical_firm,publisher_id,rating_id,rating_name,sponsor_ids,sponsor_names,series_key,identity_basis,rating_family_key,rolling_method_evidence,canonical_sample_group_id,sample_identity_status
538_archive:senate:4415,538_archive,senate,historical/tables/538_archive_senate.csv,4415|4416,78550,153501,8925,538:78550,2022,GA,state,2022-11-08,2022-03-02,2022-03-08,2022-03-08,field_end,2022-03-08,245,Blueprint Polling,lv,662.0,Live Phone,,https://blueprintpolling.com/wp-content/uploads/2022/03/BPP-Georgia.pdf,0.45399999999999996,0.485,-0.031,0.061,all_exported_answers,0.939,2022-GA-regular-gen,matched_candidate_identity,retained_no_time_filter,False,,general,Class III,,false,,0.45399999999999996,0.485,,,,,2022-GA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,blueprint polling,1702,470,Blueprint Polling,,,blueprint polling|unspecified,archive_rows_verified,rating:470,,538:78550,source_id_only
538_archive:senate:4417,538_archive,senate,historical/tables/538_archive_senate.csv,4417|4418|4419|4420,79636,159280,8918,538:79636,2022,AK,state,2022-11-08,2022-03-02,2022-03-07,2022-03-07,field_end,2022-08-09,246,Moore Information,rv,400.0,Live Phone,REP,https://www.protectingtaxpayers.org/antitrust/new-poll-shows-voters-want-congress-to-focus-on-pocketbook-issues-2/,0.16,,,,all_exported_answers,0.8600000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup|ranked_choice_review,general,Class III,,true,,0.16,,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,moore information,324,217,Moore Information Group,1832,Taxpayers Protection Alliance,moore information|ids:1832,archive_rows_verified,rating:217,,538:79636,source_id_only
538_archive:senate:4421,538_archive,senate,historical/tables/538_archive_senate.csv,4421|4422,79376,157964,8948,538:79376,2022,UT,state,2022-11-08,2022-03-05,2022-03-05,2022-03-05,field_end,2022-07-14,248,Center Street PAC,a,683.0,Online Opt-In Panel,DEM,https://web.archive.org/web/20220714141406/https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,,0.31,,,all_exported_answers,0.5700000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,,general,Class III,,false,,,0.31,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,center street pac,1734,715,Center Street PAC,,,center street pac|unspecified,archive_rows_verified,rating:715,,538:79376,source_id_only
538_archive:senate:4423,538_archive,senate,historical/tables/538_archive_senate.csv,4423|4424,79376,157965,8948,538:79376,2022,UT,state,2022-11-08,2022-03-05,2022-03-05,2022-03-05,field_end,2022-07-14,248,Center Street PAC,rv,527.0,Online Opt-In Panel,DEM,https://web.archive.org/web/20220714141406/https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,,0.33,,,all_exported_answers,0.6000000000000001,,unmatched_candidate_or_stage,retained_no_time_filter,False,,general,Class III,,false,,,0.33,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,center street pac,1734,715,Center Street PAC,,,center street pac|unspecified,archive_rows_verified,rating:715,,538:79376,source_id_only
538_archive:senate:4425,538_archive,senate,historical/tables/538_archive_senate.csv,4425|4426,79376,157966,8948,538:79376,2022,UT,state,2022-11-08,2022-03-05,2022-03-05,2022-03-05,field_end,2022-07-14,248,Center Street PAC,lv,226.0,Online Opt-In Panel,DEM,https://web.archive.org/web/20220714141406/https://centerstreetpac.com/senate-poll-lee-leads-mcmullin-50-to-36-in-utah-but-poll-shows-pathway-to-mcmullin-victory/,,0.38,,,all_exported_answers,0.6799999999999999,,unmatched_candidate_or_stage,retained_no_time_filter,False,,general,Class III,,false,,,0.38,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,center street pac,1734,715,Center Street PAC,,,center street pac|unspecified,archive_rows_verified,rating:715,,538:79376,source_id_only
538_archive:senate:4427,538_archive,senate,historical/tables/538_archive_senate.csv,4427|4428,79365,157948,8924,538:79365,2022,FL,state,2022-11-08,2022-03-04,2022-03-04,2022-03-04,field_end,2022-07-14,249,Center Street PAC,a,1102.0,Online Opt-In Panel,DEM,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,0.26,0.48,-0.22,0.26,all_exported_answers,0.74,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.26,0.48,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,center street pac,1734,715,Center Street PAC,,,center street pac|unspecified,archive_rows_verified,rating:715,,538:79365,source_id_only
538_archive:senate:4429,538_archive,senate,historical/tables/538_archive_senate.csv,4429|4430,79365,157949,8924,538:79365,2022,FL,state,2022-11-08,2022-03-04,2022-03-04,2022-03-04,field_end,2022-07-14,249,Center Street PAC,rv,898.0,Online Opt-In Panel,DEM,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,0.27,0.47,-0.2,0.26,all_exported_answers,0.74,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.27,0.47,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,center street pac,1734,715,Center Street PAC,,,center street pac|unspecified,archive_rows_verified,rating:715,,538:79365,source_id_only
538_archive:senate:4431,538_archive,senate,historical/tables/538_archive_senate.csv,4431|4432,79365,157950,8924,538:79365,2022,FL,state,2022-11-08,2022-03-04,2022-03-04,2022-03-04,field_end,2022-07-14,249,Center Street PAC,lv,472.0,Online Opt-In Panel,DEM,https://projects.fivethirtyeight.com/polls/20220815_FL_Momentive.pdf,0.34,0.51,-0.17,0.15,all_exported_answers,0.8500000000000001,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.34,0.51,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,center street pac,1734,715,Center Street PAC,,,center street pac|unspecified,archive_rows_verified,rating:715,,538:79365,source_id_only
538_archive:senate:4433,538_archive,senate,historical/tables/538_archive_senate.csv,4433|4434,78514,153092,8930,538:78514,2022,IA,state,2022-11-08,2022-02-20,2022-02-22,2022-02-22,field_end,2022-03-01,259,Cygnal,lv,610.0,Live Phone/Text-to-Web,REP,https://itrfoundation.org/wp-content/uploads/2022/02/ITR-Foundation-Poll-Toplines-02-28-2022.pdf,0.385,0.534,-0.149,0.081,all_exported_answers,0.919,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.385,0.534,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,cygnal,1347,67,Cygnal,1733,Iowans for Tax Relief Foundation,cygnal|ids:1733,archive_rows_verified,rating:67,,538:78514,source_id_only
538_archive:senate:4435,538_archive,senate,historical/tables/538_archive_senate.csv,4435|4436,78484,152865,8924,538:78484,2022,FL,state,2022-11-08,2022-02-07,2022-02-20,2022-02-20,field_end,2022-02-24,261,University of North Florida Public Opinion Research Lab,rv,685.0,Live Phone,,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20Political%20Press%20Release%202-24-22.pdf,0.34,0.46,-0.12,0.2,all_exported_answers,0.8,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.34,0.46,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,university of north florida public opinion research lab,509,360,University of North Florida Public Opinion Research Lab,,,university of north florida public opinion research lab|unspecified,archive_rows_verified,rating:360,,538:78484,source_id_only
538_archive:senate:4437,538_archive,senate,historical/tables/538_archive_senate.csv,4437|4438,78461,152743,8950,538:78461,2022,WA,state,2022-11-08,2022-02-17,2022-02-18,2022-02-18,field_end,2022-02-20,263,Public Policy Polling,lv,700.0,IVR/Text,DEM,https://www.nwprogressive.org/weblog/2022/02/2022-u-s-senate-race-tightens-patty-murray-holds-steady-as-tiffany-smiley-gains-ground.html,0.5,0.41,0.09,0.09,all_exported_answers,0.9099999999999999,2022-WA-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.5,0.41,,,,,2022-WA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,public policy polling,383,263,Public Policy Polling,618,Northwest Progressive Institute,public policy polling|ids:618,archive_rows_verified,rating:263,,538:78461,source_id_only
538_archive:senate:4439,538_archive,senate,historical/tables/538_archive_senate.csv,4439|4440,78508,153022,8948,538:78508,2022,UT,state,2022-11-08,2022-02-07,2022-02-14,2022-02-14,field_end,2022-02-28,267,OH Predictive Insights,rv,739.0,Online Opt-In Panel,,https://blog.ohpredictive.com/press-releases/mike-lee-breaks-fifty-percent-threshold-in-gop-primary-competition,0.25,0.45,-0.2,0.3,all_exported_answers,0.7,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.25,0.45,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,,,noble predictive insights|unspecified,archive_rows_verified,rating:235,,538:78508,source_id_only
538_archive:senate:4441,538_archive,senate,historical/tables/538_archive_senate.csv,4441|4442,78508,153023,8948,538:78508,2022,UT,state,2022-11-08,2022-02-07,2022-02-14,2022-02-14,field_end,2022-02-28,267,OH Predictive Insights,rv,739.0,Online Opt-In Panel,,https://blog.ohpredictive.com/press-releases/mike-lee-breaks-fifty-percent-threshold-in-gop-primary-competition,0.25,0.45,-0.2,0.3,all_exported_answers,0.7,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.25,0.45,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,,,noble predictive insights|unspecified,archive_rows_verified,rating:235,,538:78508,source_id_only
538_archive:senate:4443,538_archive,senate,historical/tables/538_archive_senate.csv,4443|4444|4445,78508,153024,8948,538:78508,2022,UT,state,2022-11-08,2022-02-07,2022-02-14,2022-02-14,field_end,2022-02-28,267,OH Predictive Insights,rv,739.0,Online Opt-In Panel,,https://blog.ohpredictive.com/press-releases/mike-lee-breaks-fifty-percent-threshold-in-gop-primary-competition,0.12,0.34,-0.22,0.54,all_exported_answers,0.7,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.12,0.34,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,,,noble predictive insights|unspecified,archive_rows_verified,rating:235,,538:78508,source_id_only
538_archive:senate:4446,538_archive,senate,historical/tables/538_archive_senate.csv,4446|4447|4448,78508,153025,8948,538:78508,2022,UT,state,2022-11-08,2022-02-07,2022-02-14,2022-02-14,field_end,2022-02-28,267,OH Predictive Insights,rv,739.0,Online Opt-In Panel,,https://blog.ohpredictive.com/press-releases/mike-lee-breaks-fifty-percent-threshold-in-gop-primary-competition,0.11,0.36,-0.25,0.53,all_exported_answers,0.7,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.11,0.36,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,,,noble predictive insights|unspecified,archive_rows_verified,rating:235,,538:78508,source_id_only
538_archive:senate:4449,538_archive,senate,historical/tables/538_archive_senate.csv,4449|4450,78436,152701,8924,538:78436,2022,FL,state,2022-11-08,2022-02-07,2022-02-10,2022-02-10,field_end,2022-02-16,271,Mason-Dixon Polling & Strategy,rv,625.0,Live Phone,,https://floridapolitics.com/archives/497213-mason-dixon-poll-gives-marco-rubio-the-edge-against-val-demings-in-senate-contest/,0.42,0.49,-0.07,0.09,all_exported_answers,0.9099999999999999,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.42,0.49,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,mason-dixon polling & strategy,289,197,Mason-Dixon Polling & Strategy,,,mason-dixon polling & strategy|unspecified,archive_rows_verified,rating:197,,538:78436,source_id_only
538_archive:senate:4451,538_archive,senate,historical/tables/538_archive_senate.csv,4451|4452,78497,152977,8925,538:78497,2022,GA,state,2022-11-08,2022-02-02,2022-02-06,2022-02-06,field_end,2022-02-25,275,Wick,lv,1290.0,IVR/Text-to-Web,,https://wick.io/truth-about-swing-voters/,0.456,0.465,-0.009,0.079,all_exported_answers,0.921,2022-GA-regular-gen,matched_candidate_identity,retained_no_time_filter,False,,general,Class III,,false,,0.456,0.465,,,,,2022-GA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,wick,1642,284,Wick,,,wick|unspecified,archive_rows_verified,rating:284,,538:78497,source_id_only
538_archive:senate:4453,538_archive,senate,historical/tables/538_archive_senate.csv,4453|4454,78368,152294,8924,538:78368,2022,FL,state,2022-11-08,2022-01-26,2022-01-29,2022-01-29,field_end,2022-02-01,283,Suffolk University,lv,500.0,Live Phone,,https://www.suffolk.edu/news-features/news/2022/02/01/00/43/suffolk-university-usa-today-florida-poll,0.414,0.486,-0.072,0.1,all_exported_answers,0.8999999999999999,2022-FL-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.414,0.486,,,,,2022-FL-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,suffolk university,458,323,Suffolk University,135,USA Today,suffolk university|ids:135,archive_rows_verified,rating:323,,538:78368,source_id_only
538_archive:senate:4455,538_archive,senate,historical/tables/538_archive_senate.csv,4455|4456,78372,152350,8937,538:78372,2022,NV,state,2022-11-08,2022-01-19,2022-01-26,2022-01-26,field_end,2022-02-02,286,OH Predictive Insights,rv,755.0,Online Opt-In Panel,,https://thenevadaindependent.com/article/poll-cortez-masto-leads-laxalt-in-senate-race-but-biden-disapproval-foreboding,0.44,0.35,0.09,0.21,all_exported_answers,0.79,2022-NV-regular-gen,matched_candidate_identity,retained_no_time_filter,True,,general,Class III,,false,,0.44,0.35,,,,,2022-NV-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,noble predictive insights,1293,235,Noble Predictive Insights,944,The Nevada Independent,noble predictive insights|ids:944,archive_rows_verified,rating:235,,538:78372,source_id_only
538_archive:senate:4457,538_archive,senate,historical/tables/538_archive_senate.csv,4457|4458,78340,152181,8919,538:78340,2022,AZ,state,2022-11-08,2022-01-21,2022-01-24,2022-01-24,field_end,2022-01-26,288,Data for Progress,lv,1469.0,Online Opt-In Panel/Text-to-Web,,https://www.dataforprogress.org/blog/2022/1/26/mark-kelly-narrowly-leads-in-arizona-2022-general-election-matchup,0.5,0.47,0.03,0.03,all_exported_answers,0.97,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.5,0.47,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,data for progress,1515,522,Data for Progress,,,data for progress|unspecified,archive_rows_verified,rating:522,,538:78340,source_id_only
538_archive:senate:4459,538_archive,senate,historical/tables/538_archive_senate.csv,4459|4460,78340,152182,8919,538:78340,2022,AZ,state,2022-11-08,2022-01-21,2022-01-24,2022-01-24,field_end,2022-01-26,288,Data for Progress,lv,1469.0,Online Opt-In Panel/Text-to-Web,,https://www.dataforprogress.org/blog/2022/1/26/mark-kelly-narrowly-leads-in-arizona-2022-general-election-matchup,0.49,0.47,0.02,0.04,all_exported_answers,0.96,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.49,0.47,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,data for progress,1515,522,Data for Progress,,,data for progress|unspecified,archive_rows_verified,rating:522,,538:78340,source_id_only
538_archive:senate:4461,538_archive,senate,historical/tables/538_archive_senate.csv,4461|4462,78339,152178,8925,538:78339,2022,GA,state,2022-11-08,2022-01-19,2022-01-24,2022-01-24,field_end,2022-01-26,288,Quinnipiac University,rv,1702.0,Live Phone,,https://poll.qu.edu/poll-release?releaseid=3833,0.48,0.49,-0.01,0.03,all_exported_answers,0.97,2022-GA-regular-gen,matched_candidate_identity,retained_no_time_filter,False,,general,Class III,,false,,0.48,0.49,,,,,2022-GA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,quinnipiac university,396,267,Quinnipiac University,,,quinnipiac university|unspecified,archive_rows_verified,rating:267,,538:78339,source_id_only
538_archive:senate:4463,538_archive,senate,historical/tables/538_archive_senate.csv,4463|4464,78346,152209,8925,538:78346,2022,GA,state,2022-11-08,2022-01-13,2022-01-24,2022-01-24,field_end,2022-01-27,288,University of Georgia School of Public and International Affairs,rv,872.0,Live Phone,,https://www.ajc.com/politics/ajc-poll-bidens-approval-in-georgia-takes-a-nosedive/6KNWUXXWRZBQ7P7EC6GG26TXHU/,0.436,0.47100000000000003,-0.035,0.093,all_exported_answers,0.907,2022-GA-regular-gen,matched_candidate_identity,retained_no_time_filter,False,,general,Class III,,false,,0.436,0.47100000000000003,,,,,2022-GA-regular-gen,matched_candidate_identity,normalized:20260916T160901.748097Z,university of georgia school of public and international affairs,847,350,University of Georgia School of Public and International Affairs,655,Atlanta Journal-Constitution,university of georgia school of public and international affairs|ids:655,archive_rows_verified,rating:350,,538:78346,source_id_only
538_archive:senate:4465,538_archive,senate,historical/tables/538_archive_senate.csv,4465|4466,78346,152210,8925,538:78346,2022,GA,state,2022-11-08,2022-01-13,2022-01-24,2022-01-24,field_end,2022-01-27,288,University of Georgia School of Public and International Affairs,rv,872.0,Live Phone,,https://www.ajc.com/politics/ajc-poll-bidens-approval-in-georgia-takes-a-nosedive/6KNWUXXWRZBQ7P7EC6GG26TXHU/,0.46,0.40700000000000003,0.053,0.133,all_exported_answers,0.867,,unmatched_candidate_or_stage,retained_no_time_filter,False,hypothetical_matchup,general,Class III,,true,,0.46,0.40700000000000003,,,,,,unmatched_candidate_or_stage,normalized:20260916T160901.748097Z,university of georgia school of public and international affairs,847,350,University of Georgia School of Public and International Affairs,655,Atlanta Journal-Constitution,university of georgia school of public and international affairs|ids:655,archive_rows_verified,rating:350,,538:78346,source_id_only
